sample_name,cluster_label,class,donor,sex,age_days,cortical_layer
F1S4_170426_033_D01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_033_E01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_033_F01,Inh L3-6 SST NPY,GABAergic,H200.1023,F,15695,L6
F1S4_170426_033_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1023,F,15695,L6
F1S4_170426_034_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_034_B01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_034_C01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_034_D01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_034_E01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1023,F,15695,L6
F1S4_170426_034_F01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1023,F,15695,L6
F1S4_170426_034_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_034_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1023,F,15695,L6
F1S4_170426_035_A01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_035_B01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_035_C01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_035_D01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_035_E01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_035_G01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_036_A01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_036_B01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_036_C01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_036_D01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_036_E01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_036_F01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_036_G01,Exc L6 FEZF2 OR2T8,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_037_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_037_C01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_037_E01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_037_F01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_037_G01,Exc L6 FEZF2 OR2T8,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_038_B01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_038_C01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_038_D01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_038_E01,Exc L4-6 FEZF2 IL26,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_038_F01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1023,F,15695,L6
F1S4_170426_038_G01,Inh L5-6 SST MIR548F2,GABAergic,H200.1023,F,15695,L6
F1S4_170426_038_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1023,F,15695,L6
F1S4_170426_039_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_039_B01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_039_C01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_039_D01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_039_E01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_039_F01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_039_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_040_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_040_B01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_040_C01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_040_D01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_040_E01,Inh L4-6 SST GXYLT2,GABAergic,H200.1023,F,15695,L6
F1S4_170426_040_G01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_041_A01,Exc L5-6 THEMIS FGF10,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_041_B01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_041_C01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_041_D01,Inh L5-6 SST NPM1P10,GABAergic,H200.1023,F,15695,L6
F1S4_170426_041_E01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_041_F01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_041_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_042_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_042_B01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_042_C01,Exc L6 FEZF2 SCUBE1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_042_D01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_042_F01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_043_B01,Inh L2-5 VIP TYR,GABAergic,H200.1023,F,15695,L6
F1S4_170426_043_C01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_043_D01,Inh L4-6 PVALB SULF1,GABAergic,H200.1023,F,15695,L6
F1S4_170426_043_E01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_043_F01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_043_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_044_A01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1023,F,15695,L6
F1S4_170426_044_B01,Inh L4-6 PVALB SULF1,GABAergic,H200.1023,F,15695,L6
F1S4_170426_044_D01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_044_E01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_044_F01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_044_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1023,F,15695,L6
F1S4_170426_045_A01,Inh L5-6 SST KLHDC8A,GABAergic,H200.1023,F,15695,L6
F1S4_170426_045_B01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_045_D01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_045_E01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_045_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_045_H01,OPC L1-6 PDGFRA,Non-neuronal,H200.1023,F,15695,L6
F1S4_170426_046_A01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_046_B01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1023,F,15695,L6
F1S4_170426_046_C01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_046_D01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_046_E01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_046_F01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_046_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1023,F,15695,L6
F1S4_170426_047_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_047_B01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_047_C01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_047_D01,Exc L6 FEZF2 OR2T8,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_047_E01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_047_F01,Inh L5-6 SST KLHDC8A,GABAergic,H200.1023,F,15695,L6
F1S4_170426_047_G01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_048_A01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_048_B01,Exc L6 FEZF2 SCUBE1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_048_C01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1023,F,15695,L6
F1S4_170426_048_D01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_048_E01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_048_F01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_048_G01,no class,no class,H200.1023,F,15695,L6
F1S4_170426_048_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1023,F,15695,L6
F1S4_170426_049_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_049_B01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_049_C01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_049_D01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_049_E01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_049_F01,Exc L6 FEZF2 SCUBE1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_049_G01,Exc L6 FEZF2 SCUBE1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_050_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_050_B01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_050_C01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_050_D01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_050_E01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_050_F01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_050_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_051_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_051_B01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_051_C01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_051_E01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_051_G01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_052_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_052_B01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1023,F,15695,L6
F1S4_170426_052_C01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_052_D01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_052_E01,Exc L5-6 FEZF2 IL15,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_052_F01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_052_G01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_053_A01,Inh L5-6 SST KLHDC8A,GABAergic,H200.1023,F,15695,L6
F1S4_170426_053_B01,Inh L1 LAMP5 NMBR,GABAergic,H200.1023,F,15695,L6
F1S4_170426_053_C01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_053_E01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_053_F01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1023,F,15695,L6
F1S4_170426_053_H01,Micro L1-6 TYROBP,Non-neuronal,H200.1023,F,15695,L6
F1S4_170426_054_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_054_B01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_054_C01,Exc L5-6 FEZF2 IL15,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_054_D01,Exc L6 FEZF2 OR2T8,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_054_E01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_054_F01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_054_G01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_055_A01,Exc L6 FEZF2 SCUBE1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_055_D01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_055_E01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_055_F01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_055_G01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_056_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_056_B01,Inh L5-6 SST MIR548F2,GABAergic,H200.1023,F,15695,L6
F1S4_170426_056_C01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_056_D01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_056_E01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_056_H01,Micro L1-6 TYROBP,Non-neuronal,H200.1023,F,15695,L6
F1S4_170426_057_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_057_B01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_057_C01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_057_D01,Inh L3-6 VIP HS3ST3A1,GABAergic,H200.1023,F,15695,L6
F1S4_170426_057_F01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_057_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_058_A01,Inh L4-6 SST B3GAT2,GABAergic,H200.1023,F,15695,L6
F1S4_170426_058_B01,Exc L6 FEZF2 SCUBE1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_058_C01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_058_E01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_058_F01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_058_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_059_A01,Exc L5-6 THEMIS FGF10,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_059_B01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_059_C01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_059_D01,no class,no class,H200.1023,F,15695,L6
F1S4_170426_059_E01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_059_F01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_060_A01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1023,F,15695,L6
F1S4_170426_060_B01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_060_D01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_060_E01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_060_F01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_060_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_061_A01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_061_B01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_061_C01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_061_D01,Inh L5-6 SST KLHDC8A,GABAergic,H200.1023,F,15695,L6
F1S4_170426_061_E01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_061_F01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_061_G01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_062_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_062_B01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_062_C01,Inh L4-6 SST B3GAT2,GABAergic,H200.1023,F,15695,L6
F1S4_170426_062_D01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_062_E01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_062_F01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_062_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_063_A01,Inh L1-4 VIP PENK,GABAergic,H200.1023,F,15695,L6
F1S4_170426_063_B01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_063_C01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_063_D01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_063_E01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_063_F01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_063_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_063_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1023,F,15695,L6
F1S4_170426_064_A01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_064_B01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_064_C01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1023,F,15695,L6
F1S4_170426_064_D01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_064_E01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_064_F01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_064_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_065_A01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_065_B01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_065_C01,Exc L5-6 THEMIS DCSTAMP,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_065_D01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_065_E01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_065_F01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_065_G01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1023,F,15695,L6
F1S4_170426_065_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1023,F,15695,L6
F1S4_170426_066_B01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_066_C01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_066_D01,Exc L4-6 FEZF2 IL26,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_066_E01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_066_F01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_066_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_066_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1023,F,15695,L6
F1S4_170426_067_A01,Inh L4-6 PVALB SULF1,GABAergic,H200.1023,F,15695,L6
F1S4_170426_067_B01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_067_C01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_067_D01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_067_E01,Inh L1-2 VIP PCDH20,GABAergic,H200.1023,F,15695,L6
F1S4_170426_067_F01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_067_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_068_A01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1023,F,15695,L6
F1S4_170426_068_C01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_068_D01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_068_E01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_068_F01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_068_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_068_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1023,F,15695,L6
F1S4_170426_069_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_069_B01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1023,F,15695,L6
F1S4_170426_069_C01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_069_D01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_069_E01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_069_F01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_069_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_069_H01,Astro L1-2 FGFR3 GFAP,Non-neuronal,H200.1023,F,15695,L6
F1S4_170426_070_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_070_B01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_070_C01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_070_D01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_070_E01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_070_F01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_070_G01,Exc L6 FEZF2 SCUBE1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_070_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1023,F,15695,L6
F1S4_170426_071_A01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_071_B01,Exc L6 FEZF2 SCUBE1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_071_C01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_071_D01,Exc L5-6 FEZF2 ABO,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_071_E01,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_071_F01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_071_G01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_071_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1023,F,15695,L6
F1S4_170426_072_A01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_072_B01,Exc L6 FEZF2 OR2T8,Glutamatergic,H200.1023,F,15695,L6
F1S4_170426_072_C01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1023,F,15695,L6
